;database_title;city;views;downloads;last_updated;download_link;description
937;NS Adult Admissions to Custody by Ethnicity ; novascotia  ;71;18;2017-02-06 13:27:19+00:00;  https://data.novascotia.ca/d/9cqk-8ceu ;NS Adult Admissions to Custody by Ethnicity - This dataset provides information on the percentage of offenders in adult correctional facilities by ethnicity and admission status (e.g., remand or sentenced custody). Percentage calculations exclude records where the ethnic background of the offender is unknown. The data is sourced from the Nova Scotia Department of Justice's Justice Enterprise Information Network (JEIN).
938;NS Births and Deaths with Rates and Natural Increase ; novascotia  ;436;31;2017-03-14 15:12:58+00:00;  https://data.novascotia.ca/d/r794-fttm ;NS Births and Deaths with Rates and Natural Increase - Number of births and deaths by County, with rates (per 1000), showing the the excess of births over deaths and the natural increase rate
939;NS Births by Age of Parents ; novascotia  ;94;5;2017-07-05 12:55:16+00:00;  https://data.novascotia.ca/d/mwuv-zu69 ;NS Births by Age of Parents - Number of births by year by age of parents for all of Nova Scotia.
940;NS Births by Weight and Gestational Age ; novascotia  ;84;6;2017-09-21 13:50:28+00:00;  https://data.novascotia.ca/d/3fia-7b6s ;NS Births by Weight and Gestational Age - Number of births by birth weight in grams and gestational age in weeks for all of Nova Scotia.
941;NS Climate Change Data ; novascotia  ;967;95;2015-12-16 13:48:22+00:00;  https://data.novascotia.ca/d/b4pf-st3p ;NS Climate Change Data - Climate data for regions of Nova Scotia. Each region has historical data for a 30 year baseline period (1961 – 90) and future projections out to the end of the century (2100).
942;NS Correctional Services Expenditures ; novascotia  ;36;7;2017-02-06 13:28:13+00:00;  https://data.novascotia.ca/d/pf9d-8i3c ;"NS Correctional Services Expenditures - The financial expenditures of Correctional Services is an indicator of the resources required to administer custodial and community-based sentences in the province. This dataset provides financial information such as the gross expenditures on Nova Scotia Corrections; the per capita expenditures on Nova Scotia Corrections, which is calculated using the total population in Nova Scotia; and the average daily cost in adult custody in Nova Scotia, which is calculated using the adult offender population in adult facilities. Fluctuations in the cost of Corrections may be driven by a number of factors, including but not limited to: the level of crime, legislative and policy responses to crime, sentencing practices, and administrative changes relating to organizational structure and the delivery of services, as well as changes in salaries and benefits for staff. The source for the financial information is the Nova Scotia Department of Justice, Financial Services Corporate Service Unit (CSU). Population data is sourced from Statistics Canada CANSIM Table 051-0005 - Estimates of population, Canada, provinces and territories."
943;NS Deaths by Underlying Cause ; novascotia  ;176;16;2017-11-08 19:10:24+00:00;  https://data.novascotia.ca/d/su9x-3b7j ;NS Deaths by Underlying Cause - Number of deaths by underlying cause broken down by sex for all of Nova Scotia
944;NS Farm Loans by Commodity ; novascotia  ;35;6;2017-05-05 16:49:55+00:00;  https://data.novascotia.ca/d/dwg3-pb3p ;NS Farm Loans by Commodity - Nova Scotia Farm Loan Board loan Principal Outstanding - by Commodity grouping
945;NS Farm Loans by County ; novascotia  ;39;7;2017-05-05 16:51:39+00:00;  https://data.novascotia.ca/d/upkt-mvrc ;NS Farm Loans by County - Nova Scotia Farm Loan Board loan Principal Outstanding - by County
946;NS Fisheries & Aquaculture Loans by County ; novascotia  ;39;5;2017-05-05 16:53:37+00:00;  https://data.novascotia.ca/d/ayqs-id6k ;NS Fisheries & Aquaculture Loans by County - Fisheries and Aquaculture Loan Board loan Principal Outstanding - by County
947;NS Fisheries & Aquaculture Loans by Loan Type ; novascotia  ;29;5;2017-05-05 16:58:05+00:00;  https://data.novascotia.ca/d/j4uq-5bmr ;NS Fisheries & Aquaculture Loans by Loan Type - Fisheries and Aquaculture Loan Board loan Principal Outstanding - by Commodity grouping
948;NS Marriages and Rates ; novascotia  ;132;12;2017-03-14 15:15:05+00:00;  https://data.novascotia.ca/d/ip9i-b4c4 ;NS Marriages and Rates - Number of marriages by County with rates (per 1000).
949;NS Provincial Gaming Activity ; novascotia  ;268;23;2017-11-06 18:18:15+00:00;  https://data.novascotia.ca/d/pbcx-u53p ;NS Provincial Gaming Activity - Annual gaming wager data (presented in thousands of dollars ($ thousands)) for each fiscal year from 1997/1998 to 2016/2017, for each gaming activity including: i.             Atlantic Lottery Corporation products (ALC),  ii.            Casino Nova Scotia (Casino), iii.           charitable bingo (Bingo), iv.           charitable ticket lotteries (Lotteries), and  v.            video lottery terminals (VLT).
950;NS Top Twenty Baby Names - 1920-2016 ; novascotia  ;398;44;2017-05-05 12:38:13+00:00;  https://data.novascotia.ca/d/emf8-vmuy ;NS Top Twenty Baby Names - 1920-2016 - Twenty most popular baby names, by year, for both male and female babies, for Nova Scotia
951;NS Top Twenty Baby Names 2014 ; novascotia  ;358;27;2016-01-22 15:22:14+00:00;  https://data.novascotia.ca/d/q3zy-qx6d ;NS Top Twenty Baby Names 2014 - Twenty most popular baby names for 2014 for both male and female babies, for Nova Scotia
952;NS Top Twenty Baby Names 2015 ; novascotia  ;339;33;2016-01-22 15:20:13+00:00;  https://data.novascotia.ca/d/x58j-4yfd ;NS Top Twenty Baby Names 2015 - Twenty most popular baby names for 2015 for both male and female babies, for Nova Scotia
953;NS Weather Station Data 2012 ; novascotia  ;2358;28;2016-01-22 16:29:25+00:00;  https://data.novascotia.ca/d/kafq-j9u4 ;NS Weather Station Data 2012 - Weather data collected from Transportation and Infrastructure Renewal's weather stations located around the Province.
954;NSIMRS Tower Site Locations ; novascotia  ;211;60;2016-05-05 12:46:30+00:00;  https://data.novascotia.ca/d/fsn3-b498 ;NSIMRS Tower Site Locations - Civic addresses and GPS coordinates for provincial tower sites (Nova Scotia Integrated Mobile Radio System)
955;Number of Aquaculture, Fish Buyer and Processor Licences by County ; novascotia  ;57;2;2017-11-15 14:03:54+00:00;  https://data.novascotia.ca/d/a8ri-ndhe ;Number of Aquaculture, Fish Buyer and Processor Licences by County - A dataset of number of currently valid aquaculture, fish buyer, and fish processor licences by county.
956;Number of Aquaculture, Fish Buyer and Processor Licences by County ; novascotia  ;57;2;2017-11-15 14:03:54+00:00;  https://data.novascotia.ca/d/a8ri-ndhe ;Number of Aquaculture, Fish Buyer and Processor Licences by County - A dataset of number of currently valid aquaculture, fish buyer, and fish processor licences by county.
957;Number of Aquaculture, Fish Buyer and Processor Licences by County ; novascotia  ;57;2;2017-11-15 14:03:54+00:00;  https://data.novascotia.ca/d/a8ri-ndhe ;Number of Aquaculture, Fish Buyer and Processor Licences by County - A dataset of number of currently valid aquaculture, fish buyer, and fish processor licences by county.
958;Number of People Represented by Nominee Certificates ; novascotia  ;60;9;2017-05-05 15:48:25+00:00;  https://data.novascotia.ca/d/y2zq-pv9v ;Number of People Represented by Nominee Certificates - The Nova Scotia Office of Immigration (NSOI) issues nomination certificates to prospective immigrants who meet a labour market need and who will make a contribution to Nova Scotia’s economy. Nominees then apply to Citizenship and Immigration Canada for a permanent resident visa.   Certificates are issued in particular streams of the Nominee Program, and each stream has different eligibility criteria. Over time, streams may close as new streams are developed.   This dataset provides the number of certificates issued annually by the streams under which the nomination was made and the number of people expected to immigrate to Nova Scotia as a result of nominations in each stream.  See https://novascotiaimmigration.com/move-here/ for information on current streams.  The maximum number of nomination certificates that NSOI may issue annually through the Nova Scotia Nominee Program is determined by the federal government.
959;Options and Opportunities (O2) Schools ; novascotia  ;184;16;2017-06-05 15:26:12+00:00;  https://data.novascotia.ca/d/s56f-5bea ;Options and Opportunities (O2) Schools - A listing of public schools offering Options and Opportunities programs. Includes school board, school name and year program was implemented.
960;Order of Nova Scotia Award Recipients ; novascotia  ;62;6;2017-07-05 13:10:22+00:00;  https://data.novascotia.ca/d/557h-8837 ;Order of Nova Scotia Award Recipients - This dataset provides the names of individuals who have received the Order of Nova Scotia from 2002 to 2016. The dataset includes the recipient’s name, residence, the date they received their ONS, and position.
961;Parenting Journey ; novascotia  ;15;1;2017-11-06 13:54:04+00:00;  https://data.novascotia.ca/d/hfzp-f9qq ;Parenting Journey - Parenting Journey is a home visitation program that provides support for families experiencing complex social, emotional and familial challenges that may impact overall family functioning, parent-child relationships and the well-being and development of children/youth ages 0 to 18 plus. The Parenting Journey Program is intended to serve families with the fewest resources, facing multiple challenges, and experiencing barriers to accessing supports.
962;Parenting Journey, Youth Outreach, A Place to Belong and Men's Intervention Programs ; novascotia  ;182;9;2017-07-06 19:25:53+00:00;  https://data.novascotia.ca/d/kapu-he2d ;Parenting Journey, Youth Outreach, A Place to Belong and Men's Intervention Programs - Parenting Journey is a home visitation program that provides support for families experiencing complex social, emotional and familial challenges that may impact overall family functioning, parent-child relationships and the well-being and development of children/youth ages 0 to 18 plus.  The Parenting Journey Program is intended to serve families with the fewest resources, facing multiple challenges, and experiencing barriers to accessing supports.  The Youth Outreach program is a community-based program designed to improve the immediate and long-term social, educational/vocational, economic and health outcomes for vulnerable youth.  Priority will be given to youth between the ages of 16 and 18 who are facing multiple challenges with limited supports.  A Place to Belong (APTB) programs provides children and youth aged 5 to 18 with a positive after school experience that promotes their personal, social, and emotional development. These programs provide an adult-supervised environment where they can experience new opportunities, overcome barriers, build positive relationships, and develop confidence and skills for life.  Men’s Intervention Programs (MIPs) provide holistic intervention and prevention services and supports for men who are or have been abusive in their intimate relationships.  These services and supports are provided within the larger continuum of services for families affected by intimate partner violence.  Intimate partner violence may include physical, sexual, verbal, emotional, psychological, social, and financial violence and abuse.
963;Permanent Liquor Licenses ; novascotia  ;198;39;2017-11-09 20:32:08+00:00;  https://data.novascotia.ca/d/en23-iwca ;Permanent Liquor Licenses - Provincial listing of permanent liquor licenses and physical addresses
964;Population Estimates ; novascotia  ;203;31;2016-04-11 11:50:39+00:00;  https://data.novascotia.ca/d/34ag-x55f ;Population Estimates - This table reports population estimates by 5-year age groups.  Geographies available: provinces, counties, economic regions, district health authorities
965;Population Maternal Age 2000-2004 ; novascotia  ;59;15;2016-04-11 12:17:31+00:00;  https://data.novascotia.ca/d/grva-e95k ;Population Maternal Age 2000-2004 - This table reports age of mothers.  Geography available: counties
966;Portable Fire Extinguisher License ; novascotia  ;254;63;2017-07-05 19:45:19+00:00;  https://data.novascotia.ca/d/47ii-q4sj ;Portable Fire Extinguisher License - Companies that have a Portable Fire Extinguisher License to do Annual Servicing, Recharge, and/or Hydro Test for each Calendar Year.
967;Premiers' Forums ; novascotia  ;157;18;2016-12-06 18:06:07+00:00;  https://data.novascotia.ca/d/v4up-cnnx ;"Premiers' Forums - Each year the Premier participates in a number of Intergovernmental Forums.  These include the Council of the Federation (COF, which is also referred to as “Canada’s Premiers""), the Council of Atlantic Premiers (CAP), and the Maritime Premiers.  There are also bi-lateral meetings between Premiers and issue specific meetings (e.g. the Quebec Summit on Climate Change)."
968;Proposed Condominium Corporations ; novascotia  ;312;76;2016-12-05 15:25:14+00:00;  https://data.novascotia.ca/d/p9iv-dneb ;Proposed Condominium Corporations - Provincial listing of Proposed Condominium Corporation in Nova Scotia by County
969;Public Housing Units - Nova Scotia Families ; novascotia  ;285;28;2017-02-06 16:08:40+00:00;  https://data.novascotia.ca/d/nxzm-xxps ;Public Housing Units - Nova Scotia Families - This program provides affordable rental housing to families in need and offers rental rates based on income.
970;Public Housing Units - Nova Scotia Seniors ; novascotia  ;1219;70;2017-02-06 15:59:08+00:00;  https://data.novascotia.ca/d/2d4m-9e6x ;Public Housing Units - Nova Scotia Seniors - This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.
971;Public School Co-op Programs ; novascotia  ;17;5;2017-05-05 17:26:41+00:00;  https://data.novascotia.ca/d/mzvg-qui6 ;Public School Co-op Programs - A listing of public schools offering co-op programs. List is arranged by school board.
972;Real Estate Appraisers ; novascotia  ;282;199;2016-01-22 15:26:41+00:00;  https://data.novascotia.ca/d/ee6b-9nmb ;Real Estate Appraisers - Directory of Nova Scotia Real Estate Appraisers Association members.
973;Register of Private Career Colleges ; novascotia  ;316;59;2017-01-06 20:35:08+00:00;  https://data.novascotia.ca/d/k3yz-94y3 ;Register of Private Career Colleges - Registered private career colleges and programs.
974;RMS Titanic, List of Bodies, 1912 ; novascotia  ;75;17;2016-11-07 12:59:37+00:00;  https://data.novascotia.ca/d/ugza-ajsn ;RMS Titanic, List of Bodies, 1912 - Fatality Reports were created for 328 individuals whose bodies were recovered at the site of the disaster. These files form a unique sub-set within the records of the Medical Examiner for the City of Halifax and Town of Dartmouth (RG 41, Series C, Vols. 75, 76 & 76A) held at the Nova Scotia Archives.
975;RMV Offices & Hours ; novascotia  ;326;21;2016-11-16 18:11:32+00:00;  https://data.novascotia.ca/d/qwn3-zagz ;RMV Offices & Hours - Listing of provincial RMV office locations and hours of operations
976;Salt Storage Addresses ; novascotia  ;51;5;2017-02-06 14:04:10+00:00;  https://data.novascotia.ca/d/bd9c-hys4 ;Salt Storage Addresses - Data set provides the user with the name and civic address location of all TIR Salt Storage Facilities
977;Schools with French Programs ; novascotia  ;104;14;2017-11-20 20:56:12+00:00;  https://data.novascotia.ca/d/kdgs-3rvd ;Schools with French Programs - List of schools offering French programs.
978;Schools with Pre-Primary Programs, as of October 10, 2017 ; novascotia  ;34;2;2017-11-06 13:03:37+00:00;  https://data.novascotia.ca/d/2k3n-wed5 ;Schools with Pre-Primary Programs, as of October 10, 2017 - List of schools offering a Pre-Primary Program
979;SchoolsPlus Sites, including Hub sites and schools by Hub ; novascotia  ;208;33;2017-11-08 18:51:57+00:00;  https://data.novascotia.ca/d/y69u-3nas ;SchoolsPlus Sites, including Hub sites and schools by Hub - A listing of SchoolsPlus sites, including Hub sites and schools by Hub.
980;Sea-level Rise ; novascotia  ;595;56;2015-12-21 14:51:10+00:00;  https://data.novascotia.ca/d/mk3b-jnm6 ;Sea-level Rise - Sea-level rise projections for regions of Nova Scotia. The data includes projections for the following time periods: 2025, 2055, 2085 and 2100.
981;Select Nova Scotia ; novascotia  ;800;345;2017-11-08 16:41:50+00:00;  https://data.novascotia.ca/d/t8ij-8svj ;Select Nova Scotia - Select Nova Scotia is a program developed by the Province of Nova Scotia to encourage Nova Scotians to shop and buy locally. Select Nova Scotia promotions and campaigns and the web site raise consumer awareness about Nova Scotia agri-food and seafood products, and other locally made goods.
982;Skilled Trades Centres ; novascotia  ;74;9;2017-06-05 15:24:18+00:00;  https://data.novascotia.ca/d/kyn8-d3kj ;Skilled Trades Centres - A listing of public schools offering Skilled Trades programming. Includes school board, school, civic address and mailing address.
983;Smallmouth Bass and Chain Pickerel Tournaments 2017 ; novascotia  ;775;88;2017-05-05 12:28:52+00:00;  https://data.novascotia.ca/d/95bb-badh ;Smallmouth Bass and Chain Pickerel Tournaments 2017 - A list of all smallmouth bass and chain pickerel tournaments permitted under the Competitive Fishing Policy
984;Structures Database ; novascotia  ;229;38;2017-11-09 19:13:27+00:00;  https://data.novascotia.ca/d/gs26-c3fm ;Structures Database - The Structures database contains data related to all TIR owned structures that are on TIR owned roadways. Structures that are greater than 3m in length and are generally open to traffic, are contained in this database. These include overhead structures, bridges and culverts.
985;Surgical Wait Times ; novascotia  ;1639;75;2017-11-08 20:18:15+00:00;  https://data.novascotia.ca/d/wu5w-qxki ;Surgical Wait Times - Wait time and access data for surgical consult and surgery. Also available on: https://waittimes.novascotia.ca/
986;Surplus Crown Property: Auction - Miller Lake (Heavy Equipment) ; novascotia  ;214;23;2015-12-21 17:48:34+00:00;  https://data.novascotia.ca/d/373x-usuk ;Surplus Crown Property: Auction - Miller Lake (Heavy Equipment) - In addition to the Surplus Crown Property Disposal Act, this category, under the Public Highways Act, also covers the sale, lease or disposal of such other machines or implements as are used in connection with the construction or maintenance of the highways.  There was one (1) transaction in this category during the fiscal year.
987;Surplus Crown Property: Auction Total Gross (Agent) 2014-2015 ; novascotia  ;146;22;2015-12-21 17:44:18+00:00;  https://data.novascotia.ca/d/mx23-dga5 ;Surplus Crown Property: Auction Total Gross (Agent) 2014-2015 - This category covers those items of surplus, not including Real Property, that have a minor monetary value but, after investigation by departmental supply technicians, are deemed to have no known future use within the government. In addition, it would be determined by surplus inventory staff that the item could not economically be refurbished.  Through a public Request for Proposals under Tender No. 60138437, Auction Advantage, 11 Mount Hope Avenue, Dartmouth, Nova Scotia, B2Y 4S1, was awarded a five (5) year contract to carry out auctioneering services for Government surplus goods covered under the Surplus Crown Property Disposal Act and the Public Highways Act for Halifax Regional Municipality.   There were two (2) transactions in this category.
988;Surplus Crown Property: Disposal - Computer Equipment  2014-15 ; novascotia  ;372;21;2016-01-21 19:55:25+00:00;  https://data.novascotia.ca/d/7q7k-h9ut ;Surplus Crown Property: Disposal - Computer Equipment  2014-15 - This category covers surplus computer equipment. In 1994 the Executive Council approved a plan that would have government embark on a program that would see all surplus government computer equipment redistributed throughout the Public School System under The Computers for Schools Program.  There were eighty (80) transactions in this category.
989;Surplus Crown Property: Disposal - Non-Profit/Non-Government 2014-15 ; novascotia  ;287;39;2016-01-22 12:28:42+00:00;  https://data.novascotia.ca/d/3ehe-39ux ;"Surplus Crown Property: Disposal - Non-Profit/Non-Government 2014-15 - This category covers items of surplus, not including Real Property, that do not have a current or foreseeable use within government. However, as a result of a written request to the Minister from a non-profit organization and subsequent approval consistent with the Surplus Crown Property Disposal Act and its Regulations, and an internal departmental recommendation, the surplus item is matched to an approved request. The dollar value of these items, based on their condition, is negligible; however the value to a non-profit agency is deemed adequate compensation in lieu of disposal of items through auction or public tender.  There were fifty-three (53) transactions in this category."
990;Surplus Crown Property: Purchase and Removal - Public Tender 2014-15 ; novascotia  ;83;18;2015-12-21 17:47:46+00:00;  https://data.novascotia.ca/d/f89b-7ujj ;Surplus Crown Property: Purchase and Removal - Public Tender 2014-15 - This category covers items of surplus, not including Real Property, that were publicly tendered for purchase and removal from specific locations throughout the Province. There were five (5) transactions in this category.
991;Surplus Crown Property: Recycle 2014-15 ; novascotia  ;317;32;2016-01-22 12:31:26+00:00;  https://data.novascotia.ca/d/9bm5-tg9g ;Surplus Crown Property: Recycle 2014-15 - This category encompasses items of surplus that have been removed from various pieces of furniture and equipment destined for landfills throughout the Province. These pieces are then sent to, or picked up by, various organizations committed to the Province’s continuing program on the diversion of solid waste from Provincial or Municipal landfills. There are other pieces of surplus equipment, such as IT assets, that may be broken, causing removal of sensitive information to be impossible in the traditional manner. In such cases, these items are securely disposed of by the Province’s contracted metal recycler. Other surplus or obsolete electronic items are recycled through the Atlantic Canada’s Electronic Stewardship (ACES) in accordance with the Electronic Product Stewardship Regulations.  There were ninety-six (96) transactions in this category.
992;Surplus Crown Property: Revenue Generated by Disposal 2014-15 ; novascotia  ;99;16;2015-12-21 17:40:48+00:00;  https://data.novascotia.ca/d/jv88-p4f9 ;Surplus Crown Property: Revenue Generated by Disposal 2014-15 - A summary of revenue generated by disposal category for the period of April 1, 2014 - March 31, 2015. The disposition of surplus items is conducted under the authority of the Surplus Crown Property Disposal Act. For details on the Category Types, see the Surplus Crown Property Disposal Report.
993;Surplus Crown Property: Scrap Waste 2014-15 ; novascotia  ;310;21;2015-12-21 17:43:25+00:00;  https://data.novascotia.ca/d/eep9-b69x ;"Surplus Crown Property: Scrap Waste 2014-15 - This category encompasses items of surplus, not including Real Property, that have been determined to be, upon inspection, of no value to government and are in such condition that refurbishing is uneconomical. Any reusable or recyclable components are removed prior to disposal. The use of this option may also be based on environmental or safety considerations such as the obsolescence of the item; i.e., baby crib, mattresses, medical equipment, et cetera.  There were nineteen (19) transactions in this category."
994;Surplus Crown Property: Surplus Disposal - Public School Boards 2014-15 ; novascotia  ;211;25;2016-01-22 12:34:21+00:00;  https://data.novascotia.ca/d/k42z-p4ct ;Surplus Crown Property: Surplus Disposal - Public School Boards 2014-15 - This category covers surplus furniture and equipment that was transferred to public schools throughout the Province.  There were one hundred and one (101) transactions in this category.
995;Surplus Crown Property: Surplus Disposal - School Construction/Renovation 2014-15 ; novascotia  ;86;17;2015-12-21 17:42:07+00:00;  https://data.novascotia.ca/d/b3i3-xbbr ;Surplus Crown Property: Surplus Disposal - School Construction/Renovation 2014-15 - This category covers surplus furniture and equipment that was used to reduce capital cost associated with outfitting new school construction or renovations. Financial savings earned through this process were put directly back into each individual project.  There were zero (0) transactions in this category.
996;Sustainable Transportation Grant Projects ; novascotia  ;93;12;2017-03-07 14:18:17+00:00;  https://data.novascotia.ca/d/pag2-87st ;Sustainable Transportation Grant Projects - One of the action items of the Sustainable Transportation Strategy, was to develop a grant program focused on providing funds to communities for sustainable transportation related projects. The grant program, Nova Scotia Moves was launched in 2012/2013 and went on for 2 fiscal years after that. It was restructured and renamed to Connect2 in 2015/2016. Connect2 currently is still running and in it's second round.
997;Tancook Ferry Schedule ; novascotia  ;471;34;2017-07-05 11:43:02+00:00;  https://data.novascotia.ca/d/tmtf-nai9 ;Tancook Ferry Schedule - Transportation and Infrastructure Renewal operates seven ferries. This data covers the ferry schedule for the Tancook Island ferry.  Refer to 511 for current availability of service: http://511.gov.ns.ca/en/map/
998;Taxfiler Data by County Distribution of Income ; novascotia  ;83;17;2016-04-11 13:03:30+00:00;  https://data.novascotia.ca/d/244y-didh ;Taxfiler Data by County Distribution of Income - This table reports income as reported on tax filings by age and sex.  Geographies available: provinces, counties
999;Taxfiler Data by Economic Region Composition of Total Income ; novascotia  ;38;14;2016-04-11 13:30:56+00:00;  https://data.novascotia.ca/d/fjh5-mp5b ;Taxfiler Data by Economic Region Composition of Total Income - This table reports the composition of income as reported on tax filings, by age and sex. Geography available: economic regions
1000;Taxfiler Data Sources of Income by Family Type ; novascotia  ;122;13;2016-04-11 12:59:56+00:00;  https://data.novascotia.ca/d/kbfa-jb3t ;Taxfiler Data Sources of Income by Family Type - This table reports the composition of income as reported on tax filings, by family structure. Geographies available: provinces, counties
1001;Taxfiler Data Sources of Income by Gender ; novascotia  ;76;12;2016-04-11 12:49:32+00:00;  https://data.novascotia.ca/d/kwwk-s848 ;Taxfiler Data Sources of Income by Gender - This table reports the composition of income as reported on tax filings, by sex. Geographies available: provinces, counties
1002;Taxfiler Data Sources of Income by Seniors ; novascotia  ;147;17;2016-04-11 12:53:58+00:00;  https://data.novascotia.ca/d/2xnc-w5qp ;Taxfiler Data Sources of Income by Seniors - This table reports the composition of income as reported on tax filings, by seniors' age cohorts. Geographies available: provinces, counties
1003;Taxfiler Data Summary of Personal Income Tax by Economic Region ; novascotia  ;56;16;2016-04-11 13:31:45+00:00;  https://data.novascotia.ca/d/akmk-ektx ;Taxfiler Data Summary of Personal Income Tax by Economic Region - This table reports income, taxes and tax yields as reported on tax filings, by age and sex. Geography available: economic regions
1004;ThinkFarm Client Inquiries and Categories by Year ; novascotia  ;25;1;2017-11-06 12:57:10+00:00;  https://data.novascotia.ca/d/8fkv-n4at ;ThinkFarm Client Inquiries and Categories by Year - A categorized list of inquiries received by the ThinkFarm Coordinator over 2014-2018
1005;ThinkFARM GF2 External Workshops and Locations by Year ; novascotia  ;60;1;2017-11-06 12:53:22+00:00;  https://data.novascotia.ca/d/pm8g-ms8q ;ThinkFARM GF2 External Workshops and Locations by Year - A list of non-department led workshops sponsored/funded by the ThinkFARM new entrant program
1006;ThinkFARM GF2 Internal Workshops and Locations by Year ; novascotia  ;37;1;2017-11-06 12:54:56+00:00;  https://data.novascotia.ca/d/mb86-hrv8 ;ThinkFARM GF2 Internal Workshops and Locations by Year - Excel file listing workshops led by NS Department of Agriculture staff 2013-2017
1007;Tourism Nova Scotia Fixed Roof Accommodations Jan 2007 - August 2017 ; novascotia  ;401;36;2017-11-08 16:53:50+00:00;  https://data.novascotia.ca/d/458x-qn7p ;Tourism Nova Scotia Fixed Roof Accommodations Jan 2007 - August 2017 - Number of room nights sold among licensed accommodations operators and occupancy rate (%). The dataset is broken down by regions of Nova Scotia. Data is reported monthly.
1008;Tourism Nova Scotia Halifax Stanfield Airport Enplanements Jan 2007 - Jul 2017 Open Data ; novascotia  ;43;3;2017-11-06 13:00:17+00:00;  https://data.novascotia.ca/d/n65x-28it ;Tourism Nova Scotia Halifax Stanfield Airport Enplanements Jan 2007 - Jul 2017 Open Data - The number of people boarding aircraft at the Halifax Stanfield International Airport. Includes visitors to Nova Scotia, residents of Nova Scotia and travelers transferring to other flights. Rounded to nearest thousand. Source: Halifax International Airport Authority.
1009;Tourism Nova Scotia Visitation Jan 2006 - August 2017 ; novascotia  ;574;164;2017-11-08 16:58:28+00:00;  https://data.novascotia.ca/d/n783-4gmh ;Tourism Nova Scotia Visitation Jan 2006 - August 2017 - Number of non resident overnight visitors to Nova Scotia. The dataset is broken down by visitor origin and mode of entry to the province. Data is reported monthly.
1010;Trade Mission or International Engagement ; novascotia  ;220;18;2016-12-06 18:08:08+00:00;  https://data.novascotia.ca/d/jdmk-3sh8 ;"Trade Mission or International Engagement - The Province of Nova Scotia recognizes the importance of foreign engagement and regularly engages in government to government and government to business relations globally.  In order to ensure that effective and positive international government relations are developed and maintained, the Nova Scotia Department of Intergovernmental Affairs has been mandated to foster and promote intergovernmental /international relations globally.   Developing and enhancing meaningful intergovernmental/international relationships is an incremental process.  Intergovernmental/international relations can be achieved through a number of primary activities: out-bound trade and business missions; incoming trade and business missions; and Nova Scotia government to foreign government/foreign business promotion.  Mission reports are a key accounting of government activity and reflect the various specific events and key follow up activities."
1011;Traffic Volumes - Provincial Highway System ; novascotia  ;3083;160;2017-04-05 17:30:16+00:00;  https://data.novascotia.ca/d/8524-ec3n ;Traffic Volumes - Provincial Highway System - Traffic volume census on Provincial Highway System
1012;Treaty Day Award Recipients ; novascotia  ;76;7;2017-11-08 16:26:48+00:00;  https://data.novascotia.ca/d/q8su-547s ;Treaty Day Award Recipients - This dataset provides the names of individuals who have received an award during Treaty Day Celebrations. In addition to the recipient’s name, the following data is also included: community, award name, and the year the award was presented.
1013;Trout Derby Schedule 2017 ; novascotia  ;377;60;2017-05-05 17:47:47+00:00;  https://data.novascotia.ca/d/xy56-i46r ;Trout Derby Schedule 2017 - A list of all trout derbies permitted under the Competitive Fishing Policy
1014;Unclaimed Intestate Estate Funds Database ; novascotia  ;1130;98;2017-11-08 19:18:12+00:00;  https://data.novascotia.ca/d/367t-nqiz ;Unclaimed Intestate Estate Funds Database - Unclaimed Intestate Estate Funds – where individuals die and the heirs are missing and cannot be located. Unclaimed Intestate Estate Funds are transferred to the Minister of Finance and Treasury Board who holds them in trust until they are authorized by Governor in Council or ordered by the courts to release them to rightful heirs or for a legislated time limit of 40 years, whichever is lesser. At the end of 40 years, any unclaimed funds can be transferred to General Revenues.
1015;Uniform Assessment ; novascotia  ;568;41;2017-05-24 17:24:49+00:00;  https://data.novascotia.ca/d/kuu2-92bp ;Uniform Assessment - One measure of a municipality's financial health is its own-source revenue base as represented by the total uniform assessment. This figure is the total of the taxable property assessment plus the value of grants municipality receives from special property tax arrangements.
1016;User Fees 2015 - 2016 ; novascotia  ;791;36;2016-01-27 15:49:10+00:00;  https://data.novascotia.ca/d/2vfm-69dh ;User Fees 2015 - 2016 - List, by department or public service office, of the user fees and government charges under their responsibility.
1017;Vehicle Compliance Sites ; novascotia  ;43;8;2017-02-06 14:05:08+00:00;  https://data.novascotia.ca/d/yv5d-i4np ;Vehicle Compliance Sites - Data set provides the user the geographic location of Provincial Vehicle Compliance and Inspection sites
1018;Victim Services Offices ; novascotia  ;50;14;2016-11-07 13:22:12+00:00;  https://data.novascotia.ca/d/2bju-ndbs ;Victim Services Offices - This dataset lists the location of Department of Justice victim services offices throughout the province.
1019;Youth Outreach ; novascotia  ;12;1;2017-11-06 13:54:19+00:00;  https://data.novascotia.ca/d/s6e3-fdmr ;Youth Outreach - The Youth Outreach program is a community-based program designed to improve the immediate and long-term social, educational/vocational, economic and health outcomes for vulnerable youth. Priority will be given to youth between the ages of 16 and 18 who are facing multiple challenges with limited supports.
